station_code,areas,region
1225,GHAGGAR AT D/S DHAKANSU NaNLLAH,PUNJAB
1226,GHAGGAR AT D/S JHARMAL NaNDI,PUNJAB
1227,GHAGGAR AT U/S JHARMAL NaNDI,PUNJAB
1228,GHAGGAR AT MOONaNK,PUNJAB
1229,GHAGGAR AT D/S SARDULGARH,PUNJAB
1230,GHAGGAR AT U/S SARDULGARH,PUNJAB
1234,GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANaN NEAR RD NO. 629,RAJASTHAN
1235,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR",HIMACHAL PRADESH
1236,MARKANDA U/S KALA AMB,HIMACHAL PRADESH
1237,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANaN,HIMACHAL PRADESH
1239,"RIVER SUKHANaN AT PARWANOO, DISTT. SOLAN",HIMACHAL PRADESH
1240,"JAWAI AT JAWAI DAM, SIROHI",RAJASTHAN
1241,"KODRA DAM, MOUNT ABU",RAJASTHAN
1242,"BANDI AT HEMAWAS DAM, PAL",RAJASTHAN
1243,"RIVER LUNI AT RANaNKPUR DAM, RANaNKPUR, PALI",RAJASTHAN
1285,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA
1286,"BUGI AT DALU, SOUTH GARO HILLS",MEGHALAYA
1287,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA
1288,GANOL RIVER TURA,MEGHALAYA
1289,"KYRHUKHLA NR SUTNGA KHLIERIAT,JAINTIA HILLS ",MEGHALAYA
1290,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",MEGHALAYA
1291,"KYNSHI  AT NaNGKHNUM, WEST KHASI HILLS",MEGHALAYA
1292,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA
1293,LUKHA RIVER AT MYNDIHATI (TRIBUTARY OF LUNaNR),MEGHALAYA
1294,LUKHA RIVER AT SUNaNPUR (TRIBUTARY OF LUNaNR),MEGHALAYA
1295,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",MEGHALAYA
1296,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA
1297,"MYNTANG RIVER AT NaNRTIANG, JAYANTIA HILLS",MEGHALAYA
1298,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA
1299,MYNTDU RIVER JOWAI,MEGHALAYA
1300,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA
1301,"NONBAH RIVER AT NaNGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA
1302,"NONBAH RIVER AT NaNGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA
1303,"RILANG AT MAWKYRWAT, WEST KHASI HILLS",MEGHALAYA
1304,SIMSANG RIVER WILLIAMNaNGAR,MEGHALAYA
1305,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",MEGHALAYA
1306,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA
1307,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",MEGHALAYA
1308,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",MEGHALAYA
1309,UMKHEN AT WAHKDAIT,MEGHALAYA
1310,UMKHEN AT KSEHPONGDENG,MEGHALAYA
1311,"UMKHEN AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA
1312,"UMKHRAH RIVER AT DEMTHRING, SHILLONG",MEGHALAYA
1313,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",MEGHALAYA
1314,"UMKHRAH RIVER ATMAWLAI, SLAUGHTER",MEGHALAYA
1315,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",MEGHALAYA
1316,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",MEGHALAYA
1317,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",MEGHALAYA
1318,"UMSHYRPI AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA
1319,"UMSHYRPI  AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS",MEGHALAYA
1320,"UMSHYRPI AT UMSHYRPI BDG, EAST KHASI HILLS",MEGHALAYA
1321,UMTREW AT BYRNIHAT EAST,MEGHALAYA
1322,"UMTREW RIVER AT UMRAN, RINaN BHOI",MEGHALAYA
1323,"WAH BLEI AT RIANGDO, WEST KHASI HILLS",MEGHALAYA
1324,"WAH BLEI AT SHDADDKHAR, WEST KHASI HILLS",MEGHALAYA
1325,TLAWNG UPSTREAM AIZAWL,MIZORAM
1326,TLAWNG DOWNSTREAM AIZAWL,MIZORAM
1327,TUIRIAL UPPER CATCHMENT,MIZORAM
1328,TUIRIAL LOWER CATCHMENT,MIZORAM
1330,GUMTI AT D/S SOUTH TRIPURA,TRIPURA
1331,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER",TRIPURA
1334,DAMANGANGA AT DISCHARGE POINT OF DISTILLERY,"DAMAN, DIU, DADRA NaNGAR HAVELI"
1341,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT
1342,DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT
1343,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT
1344,PURNaN ON BRIDGE AT SURATNaNNaNVSARI HIGHWAY,GUJARAT
1345,KAVERI ON BRIDGE AT BILLIMORANaNVALSAD ROAD,GUJARAT
1346,DHADAR AT KOTHADA,GUJARAT
1347,AMBIKA AT BILIMORA,GUJARAT
1348,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD",GUJARAT
1349,KOLAK AT PATALIA BDG.,GUJARAT
1350,MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN,GUJARAT
1352,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANaNL JOINS, GOA",GOA
1353,ZUARI AT PANCHAWADI,GOA
1354,"MANDOVI AT NEGHBOURHOOD OF PANaNJI, GOA",GOA
1355,"MANDOVI AT TONCA, MARCELA, GOA",GOA
1356,RIVER KALNaN AT CHANDELNaN PERNEM,GOA
1357,RIVER ASSONORA AT ASSONORA,GOA
1358,RIVER BICHOLIM VARAZAN NaNGAR,GOA
1359,"RIVER CHAPORA NEAR ALORNaN FORT ,PERNEM",GOA
1360,RIVER KHANDEPAR AT OPA NaN PONDA,GOA
1361,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",GOA
1362,"RIVER KUSHAWATI NEAR BUND AT KEVONaN,RIVON,SANGUEM",GOA
1363,RIVER MADAI AT DABOS NaN  VALPOI,GOA
1364,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANaNPANaNJI,GOA
1365,"RIVER SAL PAZORKHONI, CUNCOLIM (NEAR CULVERT MARGAONaN CANaNCONaN NaNTIONaNL HIGHWAY)",GOA
1366,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA
1367,RIVER TALPONaN AT CANaNCONaN,GOA
1368,"VALVANT AT SANKLI NaN BICHOLIM, GOA",GOA
1369,"AMBA RIVER AT D/S OF WAKEN BRIDGENaNU/S OF JS PETRO CHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA
1371,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA
1372,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA
1373,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA
1374,"KAN RIVER NEAR SAKRI WATER WORKS, SAKRI, DHULE",MAHARASHTRA
1375,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA
1376,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA
1377,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINaN ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA
1378,"KUNDALIKA RIVER AT DHATAV AT JACKWELL, DHATAV, ROHA, RAIGAD",MAHARASHTRA
1379,MITHI RIVER,MAHARASHTRA
1380,"MUCHKUNDI RIVER AT WAKED NEAR M/S ASAHI INDIA GLASS LTD, WAKED, LANJA, RATNaNGIRI",MAHARASHTRA
1381,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA
1382,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA
1383,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, KHARPADA, KHALAPUR, RAIGAD",MAHARASHTRA
1384,"PATALGANGA RIVER AT VYAL PUMP HOUSE, VYAL, KHALAPUR, RAIGAD",MAHARASHTRA
1385,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD",MAHARASHTRA
1386,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR. RAIGAD",MAHARASHTRA
1387,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, KHALAPUR, RAIGAD",MAHARASHTRA
1388,"PEHLAR DAM ON PEHLAR R. INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA
1389,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA
1390,"SAVITRI JACKWELL AT UPSA KENDRE, NaNGALWADI, MAHAD, RAIGAD",MAHARASHTRA
1391,"SAVITRI AT SHEDAV DOH,,RAIGAD",MAHARASHTRA
1392,SAVITRI RIVER AT DADLI BRIDGE,MAHARASHTRA
1393,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA
1394,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA
1395,"SURYA RIVER AT MIDC PUMPING STN, GARVASHET, PALGHAR, THANE",MAHARASHTRA
1396,"SURYA AT INTAKE OF VASAINaNVIRAR W/S SCHEME, MASVAN, PALGHAR",MAHARASHTRA
1397,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA
1398,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",MAHARASHTRA
1399,ULHAS AT U/S OF BADLAPUR,MAHARASHTRA
1400,ULHAS ATJAMBHUL WATER WORKS.,MAHARASHTRA
1401,"VAITARNaN NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE",MAHARASHTRA
1402,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA
1403,"VASHISTI AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL AT KHERDI, RATNaNGIRI. ",MAHARASHTRA
1404,VASHISTI AT U/S OF POPHALI NR KONPHANSAWANE BRIDGE,MAHARASHTRA
1405,ACHENKOIL AT THUMPAMON,KERALA
1406,ACHENKOIL AT CHENNITHULA,KERALA
1407,R ANCHARAKANDY AT MERUVAMBA,KERALA
1408,R ANCHARAKANDY AT MERUVAMBA,KERALA
1409,R AYROOR AT AYROOR BRIDGE,KERALA
1410,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA
1411,R BHARATHAPUZHA AT PATTAMBI,KERALA
1412,CHALAKUDY AT PULICKALKANaNDAVU,KERALA
1413,"CHALIYAR AT KOOLIMADU, KERALA",KERALA
1414,CHALIYAR AT CHUNGAPALLY,KERALA
1415,CHANDRAGIRI AT PADIYATHADKA,KERALA
1416,CHITTHRAPUZHA AT IRUMPANaNM,KERALA
1417,R CORAPUZHA AT KANaNYANKODE,KERALA
1418,"ITHIKKARA AT AYUR, KERALA",KERALA
1419,R ITHIKKARA AT ITHIKKARA,KERALA
1420,KADALUNDY AT THIRURANGADY,KERALA
1421,R KADALUNDI AT HAJIRAPPALLY,KERALA
1422,R KADAMBAYAR AT BRAHMAPURAM,KERALA
1423,R KADAMBAYAR AT MANCKAKADAVU,KERALA
1424,"KALLADA AT PERUMTHOTTAM KADAVU, PUNaNLOOR, KERALA",KERALA
1425,R KALLAI AT KALLAI BRIDGE,KERALA
1426,KARINGODE AT KAKKADAVU,KERALA
1427,KARAMANaN AT MOONNaNTTUMUKKU,KERALA
1428,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA
1429,R KAVVAI AT KUTTIYOL PALAM,KERALA
1430,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA
1431,R KORAYAR AT KANJIKODE,KERALA
1432,R KUPPAM AT THALIPARAMBA,KERALA
1433,R KUPPAM AT RAYAROM,KERALA
1434,R KUTTIYADY AT  KUTTIYADY ESTATE,KERALA
1435,"R MAHE AT VALAYAM, KERALA",KERALA
1436,R MAMOM AT MAMOM BRIDGE,KERALA
1437,"MANIMALA  AT KALLOOPARA,",KERALA
1438,"MANIMALA AT THONDRA, KERALA",KERALA
1439,R MANJESWAR AT BAJRAKKARA BR.,KERALA
1440,"MEENaNCHIL AT KIDANGOOR, KERALA",KERALA
1441,R MOGRAL AT MOGRAL BR.,KERALA
1442,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA
1443,R NEELASWARAM AT NaNMBIARKAL DAM,KERALA
1444,R NEELASWARAM AT HOSDURG,KERALA
1445,"R NEYYAR AT AMARAVILA, KERALA",KERALA
1446,R NEYYAR AT ARUVIPURAM,KERALA
1447,R PALLICKAL AT NELLIMUKAL,KERALA
1448,"PAMBA AT CHENGANNUR, KERALA",KERALA
1449,"PAMBA AT THAKAZHY, KERALA",KERALA
1450,"PAMBA DOWN, KERALA",KERALA
1451,PERIYAR NEAR ALWAYENaNELOOR,KERALA
1452,"PERIYAR AT KALADY, KERALA",KERALA
1453,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA
1454,RIVER PERIYAR AT MUPPATHADAM,KERALA
1455,RIVER PERIYAR AT PATHALAM,KERALA
1456,R PERIYAR AT KALAMASSERY,KERALA
1457,R PERIYAR AT PURAPPALLIKAVU,KERALA
1458,R PERUVAMBA AT CHANDAPPURA,KERALA
1459,R PULLUR AT PULLUR BR.,KERALA
1460,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA
1461,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA
1462,R SHRIYA AT ANGADIMOGARU,KERALA
1463,R THALLASSERY AT PATHIPPALAM,KERALA
1464,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA
1465,R UPPALA AT  UPPALA BR.,KERALA
1466,"VAMANaNPURAM, KERALA",KERALA
1467,"NaNGAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH
1468,"RIVER VAMSHADHARA, KALINGAPATNaNM,VIZIANaNGARAM",ANDHRA PRADESH
1469,"KALI AT D/S WEST COAST PAPER MILL, KARNaNTAKA",KARNaNTAKA
1470,"KALI AT U/S OF WCPM, DANDELI, KARNaNTAKA",KARNaNTAKA
1471,KUMARADHARA NaN U/S OF UPPINaNGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,KARNaNTAKA
1472,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNaNTAKA
1473,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA
1474,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA
1475,"RIVER KERANDI(INTAKE WELL OF NaNLCO REFINaNRY, HAL, SUNaNBEDA)",ORISSA
1476,"NaNGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA
1477,"NaNGAVALLI AT JAYKAYPUR D/S, ORISSA",ORISSA
1478,"NaNGAVALLI AT RAYAGADA D/S, ORISSA",ORISSA
1479,"RUSHIKULYA AT GANJAM U/S, ORISSA",ORISSA
1480,"RUSHIKULYA AT GANJAM D/S, ORISSA",ORISSA
1481,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINaN PROJECT),ORISSA
1482,VANSADHARA AT GUNUPUR (INTERSTATE BOUNDRY),ORISSA
1488,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNaNDU",TAMIL NaNDU
1491,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB
1492,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB
1493,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB
1494,"GHAGGAR AT RATANHERI, D/S OF PATIALA NaNDI (AFTER CONFL.), PUNJAB",PUNJAB
1495,GHAGGAR AT D/S CHHATBIR,PUNJAB
1496,"GHAGGAR AT U/S DHAKANSU NaNLLAH, PUNJAB",PUNJAB
1497,"GHAGGAR AT D/S DHAKANSU NaNLLAH, PUNJAB",PUNJAB
1498,GHAGGAR AT D/S JHARMAL NaNDI,PUNJAB
1499,GHAGGAR AT U/S JHARMAL NaNDI,PUNJAB
1500,"GHAGGAR AT MOONaNK, PUNJAB",PUNJAB
1501,GHAGGAR AT D/S SARDULGARH,PUNJAB
1502,GHAGGAR AT U/S SARDULGARH,PUNJAB
1506,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANaN NEAR RD NO. 629, RAJASTHAN",RAJASTHAN
1507,"GAGGAR RIVER D/S HANUMANGARH NEAR 2 KNJ NaNI ABADI, MAKKASR",RAJASTHAN
1508,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH
1509,MARKANDA U/S KALA AMB,HIMACHAL PRADESH
1511,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANaN,HIMACHAL PRADESH
1512,"RIVER SUKHANaN AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH
1513,"RIVER BANDI AT HEMAWAS DAM, PALI, RAJASTHAN",RAJASTHAN
1551,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA
1552,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA
1553,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA
1554,SIMSANG RIVER WILLIAMNaNGAR,MEGHALAYA
1555,UMTREW AT BYRNIHAT EAST,MEGHALAYA
1556,TLAWNG UPSTREAM AIZAWL,MIZORAM
1557,TLAWNG DOWNSTREAM AIZAWL,MIZORAM
1558,TUIRIAL UPPER CATCHMENT,MIZORAM
1559,TUIRIAL LOWER CATCHMENT,MIZORAM
1561,GUMTI AT D/S SOUTH TRIPURA,TRIPURA
1562,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA
1563,"DAMANGANGA AT ZARI CAUSE WAY BRIDGE, DAMAN ",DAMAN & DIU
1571,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT
1572,RIVER PURNaN ON BRIDGE AT SURATNaNNaNVSARI HIGHWAY,GUJARAT
1573,RIVER KAVERI ON BRIDGE AT BILLIMORANaNVALSAD ROAD,GUJARAT
1574,RIVER DHADAR AT KOTHADA,GUJARAT
1575,"AMBIKA AT BILIMORA, ",GUJARAT
1577,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, ",GUJARAT
1743,SIMSANG RIVER WILLIAMNaNGAR,MIZORAM
1749,GUMTI AT D/S SOUTH TRIPURA,tripura
1750,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",tripura
