STATION CODE,STATE,District,Lat,Lng
1,Maharashtra,Aurangabad district,19.8911,75.1545
2,Maharashtra,Nashik district,20.0005,73.7827
3,Maharashtra,Nashik district,20.0005,73.7827
4,Maharashtra,Nashik district,20.0005,73.7827
5,Maharashtra,Nandurbar,21.3723,74.2426
6,Maharashtra,Nashik district,20.0005,73.7827
7,Maharashtra,Nashik district,20.0005,73.7827
8,Maharashtra,Nashik district,20.0005,73.7827
9,Maharashtra,Nashik district,20.0005,73.7827
10,Maharashtra,Nashik district,20.0005,73.7827
11,Maharashtra,Aurangabad district,19.8911,75.1545
12,Maharashtra,Aurangabad district,19.8911,75.1545
13,Maharashtra,Aurangabad district,19.8911,75.1545
14,Maharashtra,Jalna,19.8300,75.8800
15,Maharashtra,Latur district,18.4000,76.5800
16,Maharashtra,Thane,19.4305,72.9656
17,Maharashtra,Amravati,20.9297,77.7581
18,Andhra Pradesh,East Godavari district,17.3213,82.0407
19,Andhra Pradesh,East Godavari district,17.3213,82.0407
20,Andhra Pradesh,East Godavari district,17.3213,82.0407
21,Andhra Pradesh,East Godavari district,17.3213,82.0407
22,Andhra Pradesh,East Godavari district,17.3213,82.0407
23,Andhra Pradesh,East Godavari district,17.3213,82.0407
24,Andhra Pradesh,East Godavari district,17.3213,82.0407
25,Andhra Pradesh,East Godavari district,17.3213,82.0407
26,Andhra Pradesh,East Godavari district,17.3213,82.0407
27,Andhra Pradesh,East Godavari district,17.3213,82.0407
28,Andhra Pradesh,East Godavari district,17.3213,82.0407
29,Andhra Pradesh,East Godavari district,17.3213,82.0407
30,Andhra Pradesh,East Godavari district,17.3213,82.0407
32,Andhra Pradesh,East Godavari district,17.3213,82.0407
33,Andhra Pradesh,East Godavari district,17.3213,82.0407
44,Uttar Pradesh,Bulandshahr district,28.4170,77.8330
45,Uttar Pradesh,Bulandshahr district,28.4170,77.8330
46,Uttar Pradesh,Bulandshahr district,28.4170,77.8330
47,Uttar Pradesh,Bulandshahr district,28.4170,77.8330
48,Uttar Pradesh,Budaun district,28.1299,78.9288
49,Uttar Pradesh,Kannauj district,27.0297,79.6951
50,Uttar Pradesh,Kannauj district,27.0297,79.6951
51,Uttar Pradesh,Kanpur,26.3397,80.2929
52,Uttar Pradesh,Kanpur,26.3397,80.2929
53,Uttar Pradesh,Kanpur,26.3397,80.2929
54,Uttar Pradesh,Kanpur,26.3397,80.2929
55,Uttar Pradesh,Kanpur,26.3397,80.2929
56,Uttar Pradesh,Allahabad,26.0138,81.3126
57,Uttar Pradesh,Allahabad,26.0138,81.3126
58,Uttar Pradesh,Allahabad,26.0138,81.3126
59,Uttar Pradesh,Mirzapur,25.1500,82.6000
60,Uttar Pradesh,Mirzapur,25.1500,82.6000
61,Uttar Pradesh,Varanasi,25.2820,82.9563
62,Uttar Pradesh,Varanasi,25.2820,82.9563
63,Uttar Pradesh,Kannauj district,27.0514,79.9137
64,Uttar Pradesh,Muzaffarnagar,29.4723,77.7089
65,Bihar,Buxar,25.5610,83.9807
66,Bihar,Buxar,25.5610,83.9807
67,Bihar,Patna,25.6110,85.1440
68,Bihar,Rohtas district,25.0686,84.0167
69,Bihar,Saran district,25.856,84.8568
70,Bihar,Patna,25.6110,85.1440
71,Bihar,Patna,25.6110,85.1440
72,Bihar,Patna,25.6110,85.1440
73,Bihar,Patna,25.6110,85.1440
74,Bihar,Patna,25.6110,85.1440
75,Bihar,Patna,25.6110,85.1440
76,Bihar,Munger,25.3868,86.4659
77,Bihar,Bhagalpur,25.2413,86.9901
78,Bihar,Bhagalpur,25.2413,86.9901
79,Bihar,Bhagalpur,25.2413,86.9901
80,Bihar,Buxar,25.5610,83.9807
81,Bihar,Buxar,25.5610,83.9807
82,Bihar,Barh,25.4800,85.7200
83,Bihar,Munger,25.3868,86.4659
84,Bihar,Munger,25.3868,86.4659
85,Bihar,Bhagalpur,25.2413,86.9901
86,Bihar,Patna,25.6110,85.1440
87,Bihar,Patna,25.6110,85.1440
88,West Bengal,Murshidabad,24.1733,88.2777
89,West Bengal,Nadia district,23.471,88.5565
90,West Bengal,Hooghly district,22.8956,88.4025
91,West Bengal,North 24 Parganas district,22.1300,88.5000
92,West Bengal,Hooghly district,22.8956,88.4025
93,West Bengal,North 24 Parganas district,22.1300,88.5000
94,West Bengal,Howrah district,22.5892,88.3103
95,West Bengal,Howrah district,22.5892,88.3103
96,West Bengal,Howrah district,22.5892,88.3103
97,West Bengal,Howrah district,22.5892,88.3103
98,Assam,Dibrugarh,27.4800,95.0000
99,Assam,Dibrugarh,27.4800,95.0000
100,Assam,Jorhat,26.7749,94.1814
101,Assam,Jorhat,26.7749,94.1814
102,Assam,Kamrup district,26.3161,91.5984
103,Assam,Kamrup district,26.3161,91.5984
104,Assam,Kamrup district,26.3161,91.5984
105,Assam,Kamrup district,26.3161,91.5984
106,Assam,Kamrup district,26.3161,91.5984
107,Assam,Dhubri,26.1221,90.0919
108,Maharashtra,Amravati,20.9297,77.7581
110,Maharashtra,Amravati,20.9297,77.7581
111,Maharashtra,Sangli district,17.1707,74.6869
113,Maharashtra,Kolhapur district,16.5764,74.124
114,Maharashtra,Thane,19.4305,72.9656
115,Maharashtra,Thane,19.4305,72.9656
116,Maharashtra,Raigad Fort,18.2350,73.4478
117,Karnataka,Belgaum,15.8528,74.5111
118,Karnataka,Belgaum,15.8528,74.5111
119,Karnataka,Belgaum,15.8528,74.5111
120,Karnataka,Belgaum,15.8528,74.5111
121,Karnataka,Belgaum,15.8528,74.5111
122,Karnataka,Belgaum,15.8528,74.5111
124,Andhra Pradesh,East Godavari district,17.3213,82.0407
126,Andhra Pradesh,Krishna district,16.61,80.7214
127,Andhra Pradesh,Guntur district,16.3067,80.4365
128,Andhra Pradesh,Guntur district,16.3067,80.4365
129,Andhra Pradesh,Krishna district,16.61,80.7214
130,Andhra Pradesh,Krishna district,16.61,80.7214
131,Andhra Pradesh,Guntur district,16.3067,80.4365
134,Himachal Pradesh,Una district,31.5602,76.2247
135,Himachal Pradesh,Una district,31.5602,76.2247
139,Uttar Pradesh,Mathura,27.4763,77.6935
140,Uttar Pradesh,Mathura,27.4763,77.6935
141,Uttar Pradesh,Mathura,27.4763,77.6935
142,Uttar Pradesh,Mathura,27.4763,77.6935
144,Karnataka,"Hassan, Karnataka",13.0120,76.0680
145,Karnataka,"Hassan, Karnataka",13.0120,76.0680
147,Karnataka,Ramanagara,12.7201,77.2834
148,Karnataka,Ramanagara,12.7201,77.2834
149,Karnataka,Ramanagara,12.7201,77.2834
150,Karnataka,Mysore,12.3000,76.6500
151,Karnataka,Mysore,12.3000,76.6500
152,Kerala,Kollam,8.8800,76.6000
153,Karnataka,Mysore,12.3000,76.6500
154,Karnataka,Mysore,12.3000,76.6500
155,Karnataka,Mysore,12.3000,76.6500
156,Karnataka,Mysore,12.3000,76.6500
157,Kerala,Palakkad,10.7925,76.5553
158,Tamil Nadu,Thoothukudi,8.8100,78.1400
159,Tamil Nadu,Coimbatore,11.0183,76.9725
160,Tamil Nadu,Erode,11.3348,77.7273
161,Tamil Nadu,Erode,11.3348,77.7273
162,Tamil Nadu,Erode,11.3348,77.7273
163,Tamil Nadu,Erode,11.3348,77.7273
164,Tamil Nadu,Erode,11.3348,77.7273
165,Himachal Pradesh,Una district,31.5602,76.2247
166,Himachal Pradesh,Solan district,30.9084,77.0999
167,Himachal Pradesh,Sirmaur district,30.5628,77.4702
168,Himachal Pradesh,Una district,31.5602,76.2247
169,Himachal Pradesh,Solan district,30.9084,77.0999
170,Himachal Pradesh,Solan district,30.9084,77.0999
171,Himachal Pradesh,Solan district,30.9084,77.0999
172,Himachal Pradesh,Shimla,31.0874,77.1794
173,Himachal Pradesh,Shimla,31.0874,77.1794
174,Himachal Pradesh,Shimla,31.0874,77.1794
176,Uttar Pradesh,Ghaziabad district,28.6692,77.4538
177,Uttar Pradesh,Ghaziabad district,28.6692,77.4538
178,Madhya Pradesh,Jabalpur,23.1657,79.9324
181,Uttar Pradesh,"Hamirpur district, Himachal Pradesh",25.954,80.1526
182,Uttar Pradesh,Hamirpur district,25.954,80.1526
185,Rajasthan,Kota,25.1800,75.8300
187,Rajasthan,Kota,25.1800,75.8300
188,Rajasthan,Kota,25.1800,75.8300
189,Rajasthan,Kota,25.1800,75.8300
193,Rajasthan,Kota,25.1800,75.8300
195,Madhya Pradesh,Indore,22.7187,75.8557
199,Rajasthan,Kota,25.1800,75.8300
200,Rajasthan,Kota,25.1800,75.8300
202,Madhya Pradesh,Indore,22.7187,75.8557
206,Rajasthan,Sirohi,24.8848,72.8535
208,Rajasthan,Jaipur,26.9210,75.7944
210,Rajasthan,Jhalawar,24.6000,76.1500
211,West Bengal,Darjeeling,27.0500,88.2667
212,Assam,Tinsukia district,27.4886,95.3558
213,Assam,Sivasagar,26.9021,94.6661
214,Assam,Lakhimpur district,27.2064,94.1514
215,Assam,Lakhimpur district,27.2064,94.1514
216,Assam,Dhubri,26.1221,90.0919
217,Assam,Nagaon,26.3622,92.7537
218,Assam,Nagaon,26.3622,92.7537
219,Assam,Dhubri,26.1221,90.0919
220,Assam,Cachar,24.7821,92.8577
221,Assam,Sonitpur district,26.6300,92.8000
222,Assam,Karimganj,24.8602,92.3731
223,West Bengal,Jalpaiguri district,26.5215,88.7196
224,West Bengal,Alipurduar,26.4922,89.5331
225,Assam,Karimganj,24.8602,92.3731
233,Uttar Pradesh,Kannauj district,27.0514,79.9137
235,Uttar Pradesh,Kannauj district,27.0514,79.9137
236,Uttar Pradesh,Varanasi,25.2820,82.9563
237,Uttar Pradesh,Varanasi,25.2820,82.9563
238,Uttar Pradesh,Unnao district,26.5393,80.4878
239,Uttar Pradesh,Jaunpur,25.7549,82.6871
240,Uttar Pradesh,Sitapur district,27.568,80.679
241,Uttar Pradesh,Lucknow,26.8470,80.9470
242,Uttar Pradesh,Lucknow,26.8470,80.9470
243,Uttar Pradesh,Jaunpur,25.7549,82.6871
244,Uttar Pradesh,Varanasi,25.2820,82.9563
245,Uttar Pradesh,Lalitpur District,24.6902,78.4160
246,Uttar Pradesh,Lalitpur District,24.6902,78.4160
247,Uttar Pradesh,Lalitpur District,24.6902,78.4160
248,Uttar Pradesh,Deoria district,26.5024,83.7791
249,Uttar Pradesh,Deoria district,26.5024,83.7791
250,Bihar,Barh,25.4800,85.7200
251,Uttar Pradesh,Gorakhpur,26.7588,83.3697
252,Uttar Pradesh,Gorakhpur,26.7588,83.3697
253,Bihar,Bhojpur district,25.4662,84.5222
254,Bihar,Bhojpur district,25.4662,84.5222
255,Bihar,Bhojpur district,25.4662,84.5222
256,Bihar,Bhojpur district,25.4662,84.5222
257,Bihar,Patna,25.6110,85.1440
258,Bihar,Muzaffarpur,26.1409,85.3575
259,Bihar,Muzaffarpur,26.1409,85.3575
260,Bihar,Muzaffarpur,26.1409,85.3575
261,Bihar,Muzaffarpur,26.1409,85.3575
262,Bihar,Champaran,26.8437,84.6826
263,Bihar,Champaran,26.8437,84.6826
264,Bihar,Champaran,26.8437,84.6826
265,Bihar,Muzaffarpur,26.1409,85.3575
266,Bihar,Patna,25.6110,85.1440
267,Bihar,Patna,25.6110,85.1440
268,Bihar,Madhubani village,26.9913,84.1127
269,Bihar,Darbhanga,26.1488,85.9033
270,Bihar,Darbhanga,26.1488,85.9033
271,Bihar,Sitamarhi,26.5619,85.5226
272,Bihar,Katihar,25.5300,87.5800
273,Bihar,Madhepura,25.8220,86.8977
274,Bihar,Madhepura,25.8220,86.8977
275,Bihar,Siwan,26.1603,84.4148
276,Bihar,Siwan,26.1603,84.4148
277,Bihar,Siwan,26.1603,84.4148
278,Bihar,Madhubani village,26.9913,84.1127
279,Bihar,Madhubani village,26.9913,84.1127
280,Bihar,Madhubani village,26.9913,84.1127
281,Bihar,Darbhanga,26.1488,85.9033
282,Bihar,Darbhanga,26.1488,85.9033
283,Bihar,Darbhanga,26.1488,85.9033
284,Bihar,Muzaffarpur,26.1409,85.3575
285,Bihar,Darbhanga,26.1488,85.9033
287,Bihar,Patna,25.6110,85.1440
288,Bihar,Patna,25.6110,85.1440
289,Bihar,Patna,25.6110,85.1440
290,Punjab,Mansa district,29.9833,75.3833
291,Punjab,Mansa district,29.9833,75.3833
292,Punjab,Mohali district,30.6900,76.7200
293,Punjab,Mansa district,29.9833,75.3833
294,Punjab,Mohali district,30.6900,76.7200
295,Punjab,Ludhiana,30.9008,75.7721
296,Punjab,Ludhiana,30.9008,75.7721
297,Punjab,Mansa district,29.9833,75.3833
298,Punjab,Mansa district,29.9833,75.3833
299,Punjab,Sangrur,30.2506,75.8442
300,Punjab,Mansa district,29.9833,75.3833
301,Punjab,Mansa district,29.9833,75.3833
302,Rajasthan,Jhalawar,24.6000,76.1500
303,Himachal Pradesh,Sirmaur district,30.5628,77.4702
304,Himachal Pradesh,Sirmaur district,30.5628,77.4702
305,Himachal Pradesh,Sirmaur district,30.5628,77.4702
306,Himachal Pradesh,Solan district,30.9084,77.0999
307,Rajasthan,Sirohi,24.8848,72.8535
308,Rajasthan,Sirohi,24.8848,72.8535
309,Rajasthan,Pali,25.7898,73.3278
310,Rajasthan,Udaipur,24.5800,73.6800
311,Maharashtra,Raigad Fort,18.2350,73.4478
312,Maharashtra,Raigad Fort,18.2350,73.4478
313,Maharashtra,Thane,19.4305,72.9656
314,Maharashtra,Thane,19.4305,72.9656
315,Maharashtra,Ratnagiri,16.9800,73.3000
316,Maharashtra,Dhule district,21.0577,74.6869
317,Maharashtra,Raigad Fort,18.2350,73.4478
318,Maharashtra,Ratnagiri,16.9800,73.3000
319,Maharashtra,Raigad Fort,18.2350,73.4478
320,Maharashtra,Raigad Fort,18.2350,73.4478
321,Maharashtra,Raigad Fort,18.2350,73.4478
323,Maharashtra,Raigad Fort,18.2350,73.4478
324,Maharashtra,Raigad Fort,18.2350,73.4478
325,Maharashtra,Raigad Fort,18.2350,73.4478
326,Maharashtra,Raigad Fort,18.2350,73.4478
327,Maharashtra,Raigad Fort,18.2350,73.4478
328,Maharashtra,Raigad Fort,18.2350,73.4478
329,Maharashtra,Raigad Fort,18.2350,73.4478
330,Maharashtra,Thane,19.4305,72.9656
